"academic use only"

"corpus","preloaded/ententen20_tt31_1"
"subcorpus","-"
"concordance size","8049"
"query","Query:[tag=""N.*""& tag!=""NNSZ"" & tag!=""NNZ""& tag!=""NPZ""& tag!=""NPSZ""] [tag= ""VVN"" & lemma =""stain""][tag=""RB""]? [tag=""IN""] within < s/>;Shuffle:"
"Reference","Left","KWIC","Right"
"mythfolklore.net","that he looked very unhappy. </s><s> While he was away she looked about her in the hut a little more closely, and found a tub full of","shirts stained with","blood, lying among water. </s><s> She was surprised at this, but thought that the man would get the blood on his shirt when he was"
"sordid-secrets.com",". </s><s> Squinting through the veil of black smog that engulfed his very being, one could see that his teeth weren''t the only","area stained with","blood. </s><s> All around his jaw.. </s><s> Yet none on his body. </s><s> There wasn''t a single scratch. </s><s> His protective armour was doing its job. </s>"
"spanderfiles.com","stumbled with a low grunt of surprise. </s><s> He almost fell to his knees as a heavy sack thumped against his side, while the","strap stained against","his neck. </s><s> ""What the hell do I look like?! </s><s> Your personal ass?"" </s><s> he snapped angrily. </s><s> Angel paused as he thought about the"
"arvojournals.org","most of the epithelial layer, leaving only basal cells (Fig. 3d) . </s><s> Few keratocytes stained for CD34 antigen, and","none stained for","α-SMA (Figs. 4a 4b) . However, they did express nestin and the associated intermediary filament protein vimentin ("
"listentogenius.com","a preventive against either measles or smallpox, and tiger flesh is eaten for the same purpose. </s><s> It is also said that if a","handkerchief stained with","tiger blood is waved in front of an attacking dog the animal will slink away cowed and terrified. </s><s> ""From the Chinese point"
"orthodoxwiki.org","spiritual Table, on which your only-begotten Son, our Lord Jesus Christ, is mystically set forth as a sacrifice by me, a","sinner stained by","every defilement. </s><s> Therefore I bring you this supplication, that your Spirit, the Advocate, may be sent down to me,"
"wikidoc.org",". </s><s> The next railway station is 2 km from the property. </s><s> Budapest Liszt Ferenc Airport is 64.9 km away. </s><s> Cell nucleus </s><s> HeLa","cells stained for","DNA with the Blue Hoechst dye. </s><s> The central and rightmost cell are in interphase, thus their entire nuclei are labeled. </s>"
"cbc.ca","we''ve come to associate with Instagram, people are showcasing pictures of their acne, disabilities, body fat, their","faces stained with","tears, and more. </s><s> And many other users are responding with positive reinforcement. </s><s> Let''s face it, we all cry! </s><s> Sometimes"
"readcentral.com","had been disturbed; there was the iron safe empty, but yet a grim receptacle of abominable secrets; the quill pen, its","point stained with","idle ink, lay on the office writing-table. </s><s> And the blotting-pad was still there under a clump of dusty, unused"
"birminghammuseums.org.uk","song before the moon grew brighter than the clouds.... </s><s> Not till night had half its stars and never a cloud, was I aware of","silence stained with","all that hour''s songs, a silence saying that spring returns, perhaps, tomorrow. </s><s> The Tactix believe they''ve still got"
"thysayingistruth.com","though thou wash thee with *Nitrus and make thyself to favor with that sweet smelling herb of Borith: yet in my sight thou","art stained with","thy wickedness, sayeth the Lord thy God. </s><s> Say not now: I am not unclean, and I have not followed the Gods. </s><s> Look upon thy own"
"cyjon.net","get out. </s><s> ""It''s a fire,"" she yelled, hoping the confusion would keep them from looking at her too closely. </s><s> Not only was her","shirt stained with","purple dye, but she''d lost her hat and hairnet. </s><s> Her haircut was quite unconventional for the New Purple Gang. </s><s> ""We have to"
"microscopy-uk.org.uk","would expect, much denser and more like what we ordinarily think of as woody. </s><s> What stands out so vividly here are starch","grains stained within","the cells. </s><s> For those of you who are Hannibal Lector fans and like liver (frankly, I detest liver in any form), you may be"
"traditio.com","Pius X into the hands of the Modernists, whose head is Benedict-Ratzinger? </s><s> Is Fellay playing Judas for the Novus Ordo","scarlet stained by","the blood of children? </s><s> A Reader Writes: ""The Purposed Vision of Fatima Has Been So Manipulated By Newchurch that We Can"
"kandisdesign.com","rewarding to hear the feedback from those who bought it. </s><s> It makes me feel so happy that people like it! </s><s> The diary has each","sheet stained in","tea to look like an old journal, its covered with a soft leather, it comes with a lock (which is hard to find...). </s><s> It''s"
"abcam.com",", in apoptotic cells, the fluorescence intensity of MitoOrange Dye is decreased following the collapse of MMP. </s><s>","Cells stained with","MitoOrange Dye can be visualized with a flow cytometer at 488 nm excitation with red emission (FL2 channel). </s><s> The kit can"
"uspto.gov","conjugates (sample 10 and 11), the number of cells detected is three orders of magnitude lower compared with KB cell","samples stained with","dendrimer-dye-folic acid conjugates and their angular distribution is random (FIG. 3(k)). </s><s> This shows that folic"
"thepirateslair.com",") All Wood Mid-Size Dome Top Restored Antique Trunk For Sale. </s><s> Beautifully Restored in a Natural Pine Wood Body and Oak","Slats Stained in","Chestnut, Contrasting Beautifully with the Silvery Black Cast Iron Polished Hardware. </s><s> All Original! </s><s> Features"
"europepmc.org","α-synuclein (antibodies PER1 and PER2). </s><s> (A and B) α-Synuclein-positive Lewy bodies and Lewy neurites in substantia","nigra stained with","PER1 (A) or PER2 (B). </s><s> [Bar = 100 μm (in B for A and B).] (C and D) α-Synuclein-positive Lewy neurites in hippocampus"
"europepmc.org",". </s><s> Note that hairs inside the clone are slightly stouter than their neighbors. </s><s> (K and L) Pupal wings from Uch-L3P","mutants stained with","a fluorescent phalloidin. </s><s> In the low-magnification image (K) note the abnormal shape of the wing. </s><s> It is shorter and"
"kropf.com.au",". </s><s> The sub-frame can be stained to match the merbau timber or to any colour in the Cabots decking range. </s><s> Have the base","frame stained with","2 coats of Cabots oils to a colour of your choice </s><s> I am almost done with the new chapter for my History of Terra. </s><s> This chapter"
"whonamedit.com","test </s><s> Related people </s><s> A test that diagnoses cervical cancer at an early stage, by examination of exfoliated","cells stained with","Papanicolaou stain. </s><s> It is the most successful test invented for cancer prevention. </s><s> Bibliography </s><s> G. N. Papanicolaou"
"ucsc.edu","tail of myosin-Va, but not myosin-Vb , targets this motor molecule to the centrosome as confirmed by colocalization in","cells stained with","antibodies to ( gamma)-tubulin Colello et al., J Cell Sci 2010 : Androgen and Src signaling regulate centrosome"
"orchidspecies.com","as a large sized, cool growing lithophyte with clustered, ovoid to pyriform, green and smooth in youth, maroon or","purple stained with","age pseudobulbs carrying 2 to 3, apical, linear-oblong to oblong-ligulate, subacute, coriaceous, dark green to"
"seltzerbooks.com",".] </s><s> Enter Junius Portius and others, in much agitation. </s><s> Junius: The inhuman soldiers stamp the hostile ground, His","garments stained with","blood, The streets of Servia sweat with human gore. </s><s> Oh! </s><s> Brutus, I am on fire -- hand me my sword, And give me to the foe -- And"
"bio-protocol.org","with Diva software and analyzed using FlowJo Software. </s><s> Example of a FACS staining for thymus (Figure 10). </s><s> Figure 10. </s><s>","Thymocytes stained for","T cells </s><s> Acknowledgments </s><s> Work in the Pieters Laboratory is supported by the Swiss National Science Foundation, the"
"freepatentsonline.com","in HSB. </s><s> GBP was located in a single late peak that revealed only one protein band on an overloaded SDS/polyacrylamide","gel stained with","Coomassie Blue. </s><s> Yields were typically 5 mg/L growth. </s><s> Fluorophore Coupling. </s><s> Fluorophores were conjugated to the"
"eg.net","were processed into paraffin blocks and sections of 5-μm thickness. </s><s> Histopathological examination of liver","sections stained with","hematoxylin and eosin staining was performed to assess histopathological changes [30], whereas Masson staining was"
"wikipedia.org","of other Reaver victims – that may drive them into the same state of cannibalistic depravity. </s><s> They travel in macabre","ships stained with","blood and decorated with corpses chained to the hulls. </s><s> They appear to live their whole lives in space, only touching"
"wikipedia.org","Dermatology. 27: 227–231. doi:10.1016/0190-9622(92)70175-f. </s><s> Leishmania mexicana in a biopsy specimen from a skin","lesion stained with","H&E. The amastigotes are lining the walls of two vacuoles, a typical arrangement. </s><s> The species identification was"
"antimicrobe.org",". </s><s> In addition, duplicate direct smears of the clinical material should be always be prepared for staining, and one","smear stained with","Gram''s and the other with the modified Kinyoun acid-fast method. </s><s> On Gram-stained smears, gram-positive branched"
"fsu.edu","Tissue </s><s> The three-dimensional reconstruction featured above depicts a 16-micrometer section of a rat jugular","vein stained with","Alexa Fluor 488 (wheat germ agglutinin; highlighting lectins), Alexa Fluor 568 (phalloidin; labeling actin"
"studiointernational.com","in a case carved with images of the C diff spores as they form biofilms in the gut and there is an intestine made from cotton","calico stained with","various types of gut bacteria. </s><s> AMc: Do the samples smell? </s><s> AD: Yes, but not that bad. </s><s> I mean, unhealthy and healthy, you"
"prosperosisle.org","regularly on Sunday. </s><s> For the rest of the week they riot about on the rents and profits which come to them from the East","End stained with","the blood of the children. </s><s> Also, at times, so peculiarly are they made, they will take half a million of these rents and"
"sharecom.ca","or roundel motif. </s><s> These were the first paintings of Noland''s which depended for their success upon relations of clear","colors stained into","unsized cotton duck. </s><s> Noland''s color vocabulary was limited at this point, often relying on primaries and and unmixed"
"kjim.org",". </s><s> The promoter activity of NF-κB was measured by luciferase assays and apoptosis was determined by f low cytometry of","cells stained with","f luorescein isothiocyanate-conjugated Annexin V protein. </s><s> Results </s><s> IS treatment increased ROS production,"
